disease,diseaseLabel,drug,drugLabel,drugs_local_name
http://www.wikidata.org/entity/Q160653,listeriosis,http://www.wikidata.org/entity/Q424027,vancomycin,vancomycin
http://www.wikidata.org/entity/Q160653,listeriosis,http://www.wikidata.org/entity/Q898623,sulfamethoxazole/trimethoprim,sulfamethoxazole/trimethoprim
http://www.wikidata.org/entity/Q160796,delirium,http://www.wikidata.org/entity/Q251347,haloperidol,haloperidol
http://www.wikidata.org/entity/Q160796,delirium,http://www.wikidata.org/entity/Q411457,trazodone,trazodone
http://www.wikidata.org/entity/Q1607983,erysipelothrix rhusiopathiae infectious disease,http://www.wikidata.org/entity/Q201928,amoxicillin,amoxicillin
http://www.wikidata.org/entity/Q1607983,erysipelothrix rhusiopathiae infectious disease,http://www.wikidata.org/entity/Q258450,benzylpenicillin,benzylpenicillin
http://www.wikidata.org/entity/Q1607983,erysipelothrix rhusiopathiae infectious disease,http://www.wikidata.org/entity/Q421713,ceftriaxone,ceftriaxone
http://www.wikidata.org/entity/Q1607983,erysipelothrix rhusiopathiae infectious disease,http://www.wikidata.org/entity/Q422273,clindamycin,clindamycin
http://www.wikidata.org/entity/Q164655,abscess,http://www.wikidata.org/entity/Q169569,metronidazole,metronidazole
http://www.wikidata.org/entity/Q164655,abscess,http://www.wikidata.org/entity/Q2353907,cefoxitin,cefoxitin
http://www.wikidata.org/entity/Q164655,abscess,http://www.wikidata.org/entity/Q2602246,cefotetan,cefotetan
http://www.wikidata.org/entity/Q164727,ornithosis,http://www.wikidata.org/entity/Q165399,azithromycin,azithromycin
http://www.wikidata.org/entity/Q164727,ornithosis,http://www.wikidata.org/entity/Q422442,doxycycline,doxycycline
http://www.wikidata.org/entity/Q164727,ornithosis,http://www.wikidata.org/entity/Q424940,moxifloxacin,moxifloxacin
http://www.wikidata.org/entity/Q164818,Q fever,http://www.wikidata.org/entity/Q165399,azithromycin,azithromycin
http://www.wikidata.org/entity/Q164818,Q fever,http://www.wikidata.org/entity/Q2601859,pefloxacin,pefloxacin
http://www.wikidata.org/entity/Q164818,Q fever,http://www.wikidata.org/entity/Q411447,DL-ofloxacin,dl_ofloxacin
http://www.wikidata.org/entity/Q164818,Q fever,http://www.wikidata.org/entity/Q421094,hydroxychloroquine,hydroxychloroquine
http://www.wikidata.org/entity/Q164818,Q fever,http://www.wikidata.org/entity/Q422442,doxycycline,doxycycline
http://www.wikidata.org/entity/Q1648484,Duchenne muscular dystrophy,http://www.wikidata.org/entity/Q5402585,eteplirsen,eteplirsen
http://www.wikidata.org/entity/Q1648484,Duchenne muscular dystrophy,http://www.wikidata.org/entity/Q753330,ataluren,ataluren
http://www.wikidata.org/entity/Q1648484,Duchenne muscular dystrophy,http://www.wikidata.org/entity/Q779118,deflazacort,deflazacort
