disease,diseaseLabel,symptom,symptomLabel,symptom_local_name
http://www.wikidata.org/entity/Q1010522,gymnophobia,http://www.wikidata.org/entity/Q11460,clothing,clothing
http://www.wikidata.org/entity/Q101896,gonorrhea,http://www.wikidata.org/entity/Q1269399,dysuria,dysuria
http://www.wikidata.org/entity/Q101896,gonorrhea,http://www.wikidata.org/entity/Q185557,excretion,excretion
http://www.wikidata.org/entity/Q101896,gonorrhea,http://www.wikidata.org/entity/Q424318,testicular pain,testicular_pain
http://www.wikidata.org/entity/Q101896,gonorrhea,http://www.wikidata.org/entity/Q7161805,pelvic pain,pelvic_pain
http://www.wikidata.org/entity/Q101896,gonorrhea,http://www.wikidata.org/entity/Q778502,vaginal discharge,vaginal_discharge
http://www.wikidata.org/entity/Q101896,gonorrhea,http://www.wikidata.org/entity/Q81938,pain,pain
http://www.wikidata.org/entity/Q1022718,CADASIL,http://www.wikidata.org/entity/Q86,headache,headache
http://www.wikidata.org/entity/Q1022718,CADASIL,http://www.wikidata.org/entity/Q83030,dementia,dementia
http://www.wikidata.org/entity/Q1022718,CADASIL,http://www.wikidata.org/entity/Q12202,stroke,stroke
http://www.wikidata.org/entity/Q103177,severe acute respiratory syndrome,http://www.wikidata.org/entity/Q86,headache,headache
http://www.wikidata.org/entity/Q103177,severe acute respiratory syndrome,http://www.wikidata.org/entity/Q105688,hypoxia,hypoxia
http://www.wikidata.org/entity/Q103177,severe acute respiratory syndrome,http://www.wikidata.org/entity/Q188008,dyspnea,dyspnea
http://www.wikidata.org/entity/Q103177,severe acute respiratory syndrome,http://www.wikidata.org/entity/Q192120,cyanosis,cyanosis
http://www.wikidata.org/entity/Q103177,severe acute respiratory syndrome,http://www.wikidata.org/entity/Q2633267,atypical pneumonia,atypical_pneumonia
http://www.wikidata.org/entity/Q103177,severe acute respiratory syndrome,http://www.wikidata.org/entity/Q327988,occupational burnout,occupational_burnout
http://www.wikidata.org/entity/Q103177,severe acute respiratory syndrome,http://www.wikidata.org/entity/Q474959,myalgia,myalgia
http://www.wikidata.org/entity/Q103177,severe acute respiratory syndrome,http://www.wikidata.org/entity/Q35805,cough,cough
http://www.wikidata.org/entity/Q103177,severe acute respiratory syndrome,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q103177,severe acute respiratory syndrome,http://www.wikidata.org/entity/Q40878,diarrhea,diarrhea
http://www.wikidata.org/entity/Q10355322,psoriatic erythroderma,http://www.wikidata.org/entity/Q1363741,erythroderma,erythroderma
http://www.wikidata.org/entity/Q1036696,hypothermia,http://www.wikidata.org/entity/Q130741,hallucination,hallucination
http://www.wikidata.org/entity/Q1046055,depressive syndrome,http://www.wikidata.org/entity/Q1997867,hypothymia,hypothymia
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q102186748,right upper quadrant abdominal rigidity,right_upper_quadrant_abdominal_rigidity
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q127076,vomiting,vomiting
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q131742,hepatitis,hepatitis
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q133244,jaundice,jaundice
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q1527888,pancreatitis,pancreatitis
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q178436,constipation,constipation
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q183425,abdominal pain,abdominal_pain
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q186889,nausea,nausea
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q2028354,biliary dyskinesia,biliary_dyskinesia
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q376666,cholecystitis,cholecystitis
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q474959,myalgia,myalgia
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q505142,eosinophilia,eosinophilia
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q653971,indigestion,indigestion
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q683498,arthralgia,arthralgia
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q1048084,opisthorchiasis,http://www.wikidata.org/entity/Q40878,diarrhea,diarrhea
http://www.wikidata.org/entity/Q1048101,rickettsialpox,http://www.wikidata.org/entity/Q86,headache,headache
http://www.wikidata.org/entity/Q1048101,rickettsialpox,http://www.wikidata.org/entity/Q1515219,macula,macula
http://www.wikidata.org/entity/Q1048101,rickettsialpox,http://www.wikidata.org/entity/Q189206,vesicle,vesicle
http://www.wikidata.org/entity/Q1048101,rickettsialpox,http://www.wikidata.org/entity/Q189956,aphthous stomatitis,aphthous_stomatitis
http://www.wikidata.org/entity/Q1048101,rickettsialpox,http://www.wikidata.org/entity/Q2260058,chills,chills
http://www.wikidata.org/entity/Q1048101,rickettsialpox,http://www.wikidata.org/entity/Q24084959,primary affect,primary_affect
http://www.wikidata.org/entity/Q1048101,rickettsialpox,http://www.wikidata.org/entity/Q653197,rash,rash
http://www.wikidata.org/entity/Q1048101,rickettsialpox,http://www.wikidata.org/entity/Q847726,lymphadenopathy,lymphadenopathy
http://www.wikidata.org/entity/Q1048101,rickettsialpox,http://www.wikidata.org/entity/Q997862,papule,papule
http://www.wikidata.org/entity/Q1048101,rickettsialpox,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q1052687,Charcotâ€“Marieâ€“Tooth disease,http://www.wikidata.org/entity/Q1419356,hyporeflexia,hyporeflexia
http://www.wikidata.org/entity/Q1052687,Charcotâ€“Marieâ€“Tooth disease,http://www.wikidata.org/entity/Q1557686,muscle atrophy,muscle_atrophy
http://www.wikidata.org/entity/Q1052687,Charcotâ€“Marieâ€“Tooth disease,http://www.wikidata.org/entity/Q1624054,pes cavus,pes_cavus
http://www.wikidata.org/entity/Q1052687,Charcotâ€“Marieâ€“Tooth disease,http://www.wikidata.org/entity/Q174857,scoliosis,scoliosis
http://www.wikidata.org/entity/Q1052687,Charcotâ€“Marieâ€“Tooth disease,http://www.wikidata.org/entity/Q2289481,sensory loss,sensory_loss
http://www.wikidata.org/entity/Q1052687,Charcotâ€“Marieâ€“Tooth disease,http://www.wikidata.org/entity/Q270421,muscle weakness,muscle_weakness
http://www.wikidata.org/entity/Q106590153,New Brunswick suspected neurological disease,http://www.wikidata.org/entity/Q108598184,visual hallucination,visual_hallucination
http://www.wikidata.org/entity/Q106590153,New Brunswick suspected neurological disease,http://www.wikidata.org/entity/Q1531343,limb pain,limb_pain
http://www.wikidata.org/entity/Q106590153,New Brunswick suspected neurological disease,http://www.wikidata.org/entity/Q21120069,behavioral changes,behavioral_changes
http://www.wikidata.org/entity/Q106590153,New Brunswick suspected neurological disease,http://www.wikidata.org/entity/Q3540864,balance disorder,balance_disorder
http://www.wikidata.org/entity/Q106590153,New Brunswick suspected neurological disease,http://www.wikidata.org/entity/Q4930803,blurred vision,blurred_vision
http://www.wikidata.org/entity/Q106590153,New Brunswick suspected neurological disease,http://www.wikidata.org/entity/Q574360,spasm,spasm
http://www.wikidata.org/entity/Q106590153,New Brunswick suspected neurological disease,http://www.wikidata.org/entity/Q718113,weight loss,weight_loss
http://www.wikidata.org/entity/Q106590153,New Brunswick suspected neurological disease,http://www.wikidata.org/entity/Q989365,memory loss,memory_loss
http://www.wikidata.org/entity/Q1066011,cowpox,http://www.wikidata.org/entity/Q189206,vesicle,vesicle
http://www.wikidata.org/entity/Q1066011,cowpox,http://www.wikidata.org/entity/Q480971,low-grade fever,low_grade_fever
http://www.wikidata.org/entity/Q107008921,massive perivillous fibrin deposition,http://www.wikidata.org/entity/Q1707292,Asymptomatic,asymptomatic
http://www.wikidata.org/entity/Q10701324,trance disorder,http://www.wikidata.org/entity/Q466475,trance,trance
http://www.wikidata.org/entity/Q1076060,chondrodysplasia punctata,http://www.wikidata.org/entity/Q18385599,stippled epiphyses,stippled_epiphyses
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q86,headache,headache
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q1162276,xerostomia,xerostomia
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q12122651,meningism signs,meningism_signs
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q127076,vomiting,vomiting
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q133244,jaundice,jaundice
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q1412657,petechia,petechia
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q160184,flatulence,flatulence
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q166019,bleeding,bleeding
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q167844,conjunctivitis,conjunctivitis
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q183425,abdominal pain,abdominal_pain
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q186889,nausea,nausea
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q192120,cyanosis,cyanosis
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q209583,tachycardia,tachycardia
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q217111,bradycardia,bradycardia
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q2260058,chills,chills
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q275419,hypotension,hypotension
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q373597,hematuria,hematuria
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q468787,hematoma,hematoma
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q474959,myalgia,myalgia
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q5781808,back pain,back_pain
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q612681,anuria,anuria
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q683498,arthralgia,arthralgia
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q948806,hyperaemia,hyperaemia
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q961326,oliguria,oliguria
http://www.wikidata.org/entity/Q1077505,Crimean-Congo hemorrhagic fever,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q1077603,mesothelioma,http://www.wikidata.org/entity/Q1334541,pleural effusion,pleural_effusion
http://www.wikidata.org/entity/Q1077603,mesothelioma,http://www.wikidata.org/entity/Q188008,dyspnea,dyspnea
http://www.wikidata.org/entity/Q1077603,mesothelioma,http://www.wikidata.org/entity/Q517104,wheeze,wheeze
http://www.wikidata.org/entity/Q1077603,mesothelioma,http://www.wikidata.org/entity/Q693058,chest pain,chest_pain
http://www.wikidata.org/entity/Q1077603,mesothelioma,http://www.wikidata.org/entity/Q718113,weight loss,weight_loss
http://www.wikidata.org/entity/Q1077603,mesothelioma,http://www.wikidata.org/entity/Q97464125,dry cough,dry_cough
http://www.wikidata.org/entity/Q1087632,idiopathic CD4+ lymphocytopenia,http://www.wikidata.org/entity/Q485831,lymphopenia,lymphopenia
http://www.wikidata.org/entity/Q109466005,purulent meningitis,http://www.wikidata.org/entity/Q86,headache,headache
http://www.wikidata.org/entity/Q109466005,purulent meningitis,http://www.wikidata.org/entity/Q127076,vomiting,vomiting
http://www.wikidata.org/entity/Q109466005,purulent meningitis,http://www.wikidata.org/entity/Q1421356,hyperacusis,hyperacusis
http://www.wikidata.org/entity/Q109466005,purulent meningitis,http://www.wikidata.org/entity/Q159557,coma,coma
http://www.wikidata.org/entity/Q109466005,purulent meningitis,http://www.wikidata.org/entity/Q186889,nausea,nausea
http://www.wikidata.org/entity/Q109466005,purulent meningitis,http://www.wikidata.org/entity/Q2006818,muscle cramp,muscle_cramp
http://www.wikidata.org/entity/Q109466005,purulent meningitis,http://www.wikidata.org/entity/Q281289,photophobia,photophobia
http://www.wikidata.org/entity/Q109466005,purulent meningitis,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q1097490,cardiofaciocutaneous syndrome,http://www.wikidata.org/entity/Q181754,heart failure,heart_failure
http://www.wikidata.org/entity/Q1102300,clonorchiasis,http://www.wikidata.org/entity/Q131742,hepatitis,hepatitis
http://www.wikidata.org/entity/Q1102300,clonorchiasis,http://www.wikidata.org/entity/Q133244,jaundice,jaundice
http://www.wikidata.org/entity/Q1102300,clonorchiasis,http://www.wikidata.org/entity/Q147778,liver cirrhosis,liver_cirrhosis
http://www.wikidata.org/entity/Q1102300,clonorchiasis,http://www.wikidata.org/entity/Q183425,abdominal pain,abdominal_pain
http://www.wikidata.org/entity/Q1102300,clonorchiasis,http://www.wikidata.org/entity/Q186889,nausea,nausea
http://www.wikidata.org/entity/Q1102300,clonorchiasis,http://www.wikidata.org/entity/Q1996053,chronic pancreatitis,chronic_pancreatitis
http://www.wikidata.org/entity/Q1102300,clonorchiasis,http://www.wikidata.org/entity/Q376666,cholecystitis,cholecystitis
http://www.wikidata.org/entity/Q1102300,clonorchiasis,http://www.wikidata.org/entity/Q603644,ascending cholangitis,ascending_cholangitis
http://www.wikidata.org/entity/Q1102300,clonorchiasis,http://www.wikidata.org/entity/Q12078,cancer,cancer
http://www.wikidata.org/entity/Q1102300,clonorchiasis,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q1102300,clonorchiasis,http://www.wikidata.org/entity/Q40878,diarrhea,diarrhea
http://www.wikidata.org/entity/Q110391577,Flurona,http://www.wikidata.org/entity/Q86,headache,headache
http://www.wikidata.org/entity/Q110391577,Flurona,http://www.wikidata.org/entity/Q10916362,dizziness,dizziness
http://www.wikidata.org/entity/Q110391577,Flurona,http://www.wikidata.org/entity/Q40878,diarrhea,diarrhea
http://www.wikidata.org/entity/Q110624138,Jamestown Canyon encephalitis,http://www.wikidata.org/entity/Q86,headache,headache
http://www.wikidata.org/entity/Q110624138,Jamestown Canyon encephalitis,http://www.wikidata.org/entity/Q114085,rhinitis,rhinitis
http://www.wikidata.org/entity/Q110624138,Jamestown Canyon encephalitis,http://www.wikidata.org/entity/Q12122651,meningism signs,meningism_signs
http://www.wikidata.org/entity/Q110624138,Jamestown Canyon encephalitis,http://www.wikidata.org/entity/Q127076,vomiting,vomiting
http://www.wikidata.org/entity/Q110624138,Jamestown Canyon encephalitis,http://www.wikidata.org/entity/Q1292082,sore throat,sore_throat
http://www.wikidata.org/entity/Q110624138,Jamestown Canyon encephalitis,http://www.wikidata.org/entity/Q186889,nausea,nausea
http://www.wikidata.org/entity/Q110624138,Jamestown Canyon encephalitis,http://www.wikidata.org/entity/Q35805,cough,cough
http://www.wikidata.org/entity/Q110624138,Jamestown Canyon encephalitis,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q1120682,metachromatic leukodystrophy,http://www.wikidata.org/entity/Q83030,dementia,dementia
http://www.wikidata.org/entity/Q112156204,trance-like syndrom,http://www.wikidata.org/entity/Q1036662,hypokinesia,hypokinesia
http://www.wikidata.org/entity/Q1125121,advanced sleep phase syndrome,http://www.wikidata.org/entity/Q1077823,somnolence,somnolence
http://www.wikidata.org/entity/Q112672967,Hemoglobin M disease,http://www.wikidata.org/entity/Q76829973,hemoglobin M,hemoglobin_m
http://www.wikidata.org/entity/Q113173062,Forbes-Albright syndrome,http://www.wikidata.org/entity/Q278515,galactorrhea,galactorrhea
http://www.wikidata.org/entity/Q113173062,Forbes-Albright syndrome,http://www.wikidata.org/entity/Q334655,amenorrhea,amenorrhea
http://www.wikidata.org/entity/Q1132536,persecutory delusion,http://www.wikidata.org/entity/Q1411912,rumination,rumination
http://www.wikidata.org/entity/Q1132536,persecutory delusion,http://www.wikidata.org/entity/Q154430,anxiety,anxiety
http://www.wikidata.org/entity/Q1132536,persecutory delusion,http://www.wikidata.org/entity/Q177190,sleep disorder,sleep_disorder
http://www.wikidata.org/entity/Q1132536,persecutory delusion,http://www.wikidata.org/entity/Q814207,illness,illness
http://www.wikidata.org/entity/Q1132536,persecutory delusion,http://www.wikidata.org/entity/Q42844,major depressive disorder,major_depressive_disorder
http://www.wikidata.org/entity/Q113268139,beta blocker poisoning,http://www.wikidata.org/entity/Q275419,hypotension,hypotension
http://www.wikidata.org/entity/Q1133289,Cornelia de Lange syndrome,http://www.wikidata.org/entity/Q183560,intellectual disability,intellectual_disability
http://www.wikidata.org/entity/Q113484511,An Outbreak of E. Coli O157:H7 Colitis Among School Children in Sakai City,http://www.wikidata.org/entity/Q183425,abdominal pain,abdominal_pain
http://www.wikidata.org/entity/Q113484511,An Outbreak of E. Coli O157:H7 Colitis Among School Children in Sakai City,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q113484511,An Outbreak of E. Coli O157:H7 Colitis Among School Children in Sakai City,http://www.wikidata.org/entity/Q40878,diarrhea,diarrhea
http://www.wikidata.org/entity/Q1137321,onchocerciasis,http://www.wikidata.org/entity/Q1464121,lichenification,lichenification
http://www.wikidata.org/entity/Q1137321,onchocerciasis,http://www.wikidata.org/entity/Q3269466,lymphadenitis,lymphadenitis
http://www.wikidata.org/entity/Q1137321,onchocerciasis,http://www.wikidata.org/entity/Q3705665,depigmentation,depigmentation
http://www.wikidata.org/entity/Q1137321,onchocerciasis,http://www.wikidata.org/entity/Q582484,nodule,nodule
http://www.wikidata.org/entity/Q1137321,onchocerciasis,http://www.wikidata.org/entity/Q653197,rash,rash
http://www.wikidata.org/entity/Q1137321,onchocerciasis,http://www.wikidata.org/entity/Q10874,blindness,blindness
http://www.wikidata.org/entity/Q114085,rhinitis,http://www.wikidata.org/entity/Q86,headache,headache
http://www.wikidata.org/entity/Q114085,rhinitis,http://www.wikidata.org/entity/Q1115038,runny nose,runny_nose
http://www.wikidata.org/entity/Q114085,rhinitis,http://www.wikidata.org/entity/Q21118859,nasal irritation,nasal_irritation
http://www.wikidata.org/entity/Q114085,rhinitis,http://www.wikidata.org/entity/Q3245488,nasal congestion,nasal_congestion
http://www.wikidata.org/entity/Q114085,rhinitis,http://www.wikidata.org/entity/Q35830,sneeze,sneeze
http://www.wikidata.org/entity/Q1141499,Ehlers-Danlos syndrome,http://www.wikidata.org/entity/Q29647501,joint hypermobility,joint_hypermobility
http://www.wikidata.org/entity/Q1141499,Ehlers-Danlos syndrome,http://www.wikidata.org/entity/Q4138757,skin hyperelasticity,skin_hyperelasticity
http://www.wikidata.org/entity/Q1144618,familial Mediterranean fever,http://www.wikidata.org/entity/Q101991,inflammation,inflammation
http://www.wikidata.org/entity/Q1144618,familial Mediterranean fever,http://www.wikidata.org/entity/Q183425,abdominal pain,abdominal_pain
http://www.wikidata.org/entity/Q1144618,familial Mediterranean fever,http://www.wikidata.org/entity/Q474959,myalgia,myalgia
http://www.wikidata.org/entity/Q1144618,familial Mediterranean fever,http://www.wikidata.org/entity/Q653197,rash,rash
http://www.wikidata.org/entity/Q1144618,familial Mediterranean fever,http://www.wikidata.org/entity/Q693058,chest pain,chest_pain
http://www.wikidata.org/entity/Q1144618,familial Mediterranean fever,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q11491562,acute hemorrhagic conjunctivitis,http://www.wikidata.org/entity/Q281289,photophobia,photophobia
http://www.wikidata.org/entity/Q11497176,Hand Yangming large intestine through disease,http://www.wikidata.org/entity/Q1292082,sore throat,sore_throat
http://www.wikidata.org/entity/Q11497176,Hand Yangming large intestine through disease,http://www.wikidata.org/entity/Q143925,toothache,toothache
http://www.wikidata.org/entity/Q1151300,autoimmune lymphoproliferative syndrome,http://www.wikidata.org/entity/Q1129121,splenomegaly,splenomegaly
http://www.wikidata.org/entity/Q1151300,autoimmune lymphoproliferative syndrome,http://www.wikidata.org/entity/Q1362864,hepatomegaly,hepatomegaly
http://www.wikidata.org/entity/Q1151300,autoimmune lymphoproliferative syndrome,http://www.wikidata.org/entity/Q847726,lymphadenopathy,lymphadenopathy
http://www.wikidata.org/entity/Q1153419,interstitial lung disease,http://www.wikidata.org/entity/Q101991,inflammation,inflammation
http://www.wikidata.org/entity/Q11542703,metagonimiasis,http://www.wikidata.org/entity/Q86,headache,headache
http://www.wikidata.org/entity/Q11542703,metagonimiasis,http://www.wikidata.org/entity/Q183425,abdominal pain,abdominal_pain
http://www.wikidata.org/entity/Q11542703,metagonimiasis,http://www.wikidata.org/entity/Q186889,nausea,nausea
http://www.wikidata.org/entity/Q11542703,metagonimiasis,http://www.wikidata.org/entity/Q254327,anorexia,anorexia
http://www.wikidata.org/entity/Q11542703,metagonimiasis,http://www.wikidata.org/entity/Q505142,eosinophilia,eosinophilia
http://www.wikidata.org/entity/Q11542703,metagonimiasis,http://www.wikidata.org/entity/Q7901359,urticarial allergic eruption,urticarial_allergic_eruption
http://www.wikidata.org/entity/Q11542703,metagonimiasis,http://www.wikidata.org/entity/Q997862,papule,papule
http://www.wikidata.org/entity/Q11542703,metagonimiasis,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q11542703,metagonimiasis,http://www.wikidata.org/entity/Q40878,diarrhea,diarrhea
http://www.wikidata.org/entity/Q115743091,spinal leak of cerebrospinal fluid,http://www.wikidata.org/entity/Q115743869,cranial nerve dysfunction,cranial_nerve_dysfunction
http://www.wikidata.org/entity/Q115743091,spinal leak of cerebrospinal fluid,http://www.wikidata.org/entity/Q115743908,radicular arm pain,radicular_arm_pain
http://www.wikidata.org/entity/Q115743091,spinal leak of cerebrospinal fluid,http://www.wikidata.org/entity/Q7104926,orthostatic headache,orthostatic_headache
http://www.wikidata.org/entity/Q115743091,spinal leak of cerebrospinal fluid,http://www.wikidata.org/entity/Q841878,neck stiffness,neck_stiffness
http://www.wikidata.org/entity/Q115744557,cranial leak of cerebrospinal fluid,http://www.wikidata.org/entity/Q1115038,runny nose,runny_nose
http://www.wikidata.org/entity/Q115744557,cranial leak of cerebrospinal fluid,http://www.wikidata.org/entity/Q3357695,discharging ear,discharging_ear
http://www.wikidata.org/entity/Q115744557,cranial leak of cerebrospinal fluid,http://www.wikidata.org/entity/Q3734963,saltiness,saltiness
http://www.wikidata.org/entity/Q115744557,cranial leak of cerebrospinal fluid,http://www.wikidata.org/entity/Q4291539,metallic taste,metallic_taste
http://www.wikidata.org/entity/Q115744557,cranial leak of cerebrospinal fluid,http://www.wikidata.org/entity/Q468433,anosmia,anosmia
http://www.wikidata.org/entity/Q1161568,granulomatosis with polyangiitis,http://www.wikidata.org/entity/Q3150763,granulomatous inflammation,granulomatous_inflammation
http://www.wikidata.org/entity/Q1161568,granulomatosis with polyangiitis,http://www.wikidata.org/entity/Q644318,vasculitis,vasculitis
http://www.wikidata.org/entity/Q116167729,feline obesity,http://www.wikidata.org/entity/Q1141745,sedentism,sedentism
http://www.wikidata.org/entity/Q116167729,feline obesity,http://www.wikidata.org/entity/Q12174,obesity,obesity
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q86,headache,headache
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q1129121,splenomegaly,splenomegaly
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q114953,poisoning,poisoning
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q12122651,meningism signs,meningism_signs
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q127076,vomiting,vomiting
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q1362864,hepatomegaly,hepatomegaly
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q167844,conjunctivitis,conjunctivitis
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q186889,nausea,nausea
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q199615,encephalitis,encephalitis
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q2346415,meningoencephalitis,meningoencephalitis
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q474959,myalgia,myalgia
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q653197,rash,rash
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q683498,arthralgia,arthralgia
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q847726,lymphadenopathy,lymphadenopathy
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q38933,fever,fever
http://www.wikidata.org/entity/Q11627066,West Nile fever,http://www.wikidata.org/entity/Q48143,meningitis,meningitis
http://www.wikidata.org/entity/Q116585753,knee bursitis,http://www.wikidata.org/entity/Q101991,inflammation,inflammation
http://www.wikidata.org/entity/Q116585753,knee bursitis,http://www.wikidata.org/entity/Q109186,swelling,swelling
http://www.wikidata.org/entity/Q116585753,knee bursitis,http://www.wikidata.org/entity/Q193211,cyst,cyst
http://www.wikidata.org/entity/Q11659461,Hinamizawa Syndrome,http://www.wikidata.org/entity/Q1054088,auditory hallucination,auditory_hallucination
http://www.wikidata.org/entity/Q11659461,Hinamizawa Syndrome,http://www.wikidata.org/entity/Q108598184,visual hallucination,visual_hallucination
http://www.wikidata.org/entity/Q11659461,Hinamizawa Syndrome,http://www.wikidata.org/entity/Q1200256,delusional parasitosis,delusional_parasitosis
http://www.wikidata.org/entity/Q11659461,Hinamizawa Syndrome,http://www.wikidata.org/entity/Q1229994,paranoia,paranoia
http://www.wikidata.org/entity/Q11659461,Hinamizawa Syndrome,http://www.wikidata.org/entity/Q1540168,neuroticism,neuroticism
http://www.wikidata.org/entity/Q11659461,Hinamizawa Syndrome,http://www.wikidata.org/entity/Q154430,anxiety,anxiety
http://www.wikidata.org/entity/Q11659461,Hinamizawa Syndrome,http://www.wikidata.org/entity/Q17030626,homicidal ideation,homicidal_ideation
http://www.wikidata.org/entity/Q11659461,Hinamizawa Syndrome,http://www.wikidata.org/entity/Q17162704,tactile hallucination,tactile_hallucination
http://www.wikidata.org/entity/Q11659461,Hinamizawa Syndrome,http://www.wikidata.org/entity/Q189643,delusion,delusion
